content	username	mentioned
@hinamasayadini Biarlah orang nak enjoy their own life nak tengok whatever band there is dalam dunia ni. Bukan guna duit hang pon mat haha. Toksah jadi terpaling lah nak join jadi bitter masa orang tengah hype Coldplay nak mai.	1o1fast	['@hinamasayadini']
@NeliNeloo AKU PIIIIII. TP AKU POSER COLDPLAY	aimvnakim	['@NeliNeloo']
@otherneshit ANJG ABABAHAHAHAHHAAH. APA ITU NABUNG COLDPLAY	jononuroll	['@otherneshit']
@_WHO4MII @irhamwp98 @tanyakanrl coldplay ga pernah konser di indo lol	mxngojuice	['@_WHO4MII', '@irhamwp98', '@tanyakanrl']
@gibran_tweet Pak soloraya seng saget di ngge konser @coldplay pundi nggih pak..??	DidaAlvianto	['@gibran_tweet', '@coldplay']
@ssefnum klo aku coldplay!!	peanutbeck	['@ssefnum']
@convomfs Pen nonton konsernya siapa	vintagecolaa	['@convomfs']
@ein_blauervogel coldplay lewat kalo lawannya itu	98orangeclub	['@ein_blauervogel']
@rocketpuncher01 Joel,,, Coldplay buka jastip gak?	vanessa_laverne	['@rocketpuncher01']
@kemiiikaze Kan Coldplay mau manggung akhir taun ini di Indo	blackdahlia990	['@kemiiikaze']
@americanewhore duitnya buat nonton coldplay	imdaintyy	['@americanewhore']
@donudthoughts 30k gae coldplay paling ckup gae tuku ombe tok mbak	raffisatrioo	['@donudthoughts']
@JMENNlE kak Elodie! Coldplay ya, aku casual listener aja sih tapi gak pernah absen dengerin Yellow. kakak pasti dengerin terus karena mau dateng tournya mereka ya? apa malah udah dapet undangan backstage pass nih.	RYUJlB	['@JMENNlE']
@fpranaa Ayo coldplay w dah balik itu	rizki_asep	['@fpranaa']
@aewin86 tiket Coldplay aja Om 🤣	jalanmuter	['@aewin86']
@FWBESS Ini buat konser kan, mau ah buat persiapan nanti pas konser coldplay	Helbr4m_integer	['@FWBESS']
@hafizkenny Damn. Seram pula tunggu Coldplay dekat Malaysia nanti hahahahahaha.	pxlstht	['@hafizkenny']
@gladiology ngga usah jauh jauh sampe coldplay, konser maliq di kemayoran aja gua udah hopeless buat dapetinnya	cocafein	['@gladiology']
@kjmdilfest coldplay gajadi dateng td gw dibisikin	soobinungu	['@kjmdilfest']
@soobinungu KTNYA KAN COLDPLAY NOV	kjmdilfest	['@soobinungu']
@spicysalm0nmaki aku open jastip tiket coldplay bisa dicicil mampir ajaa	awloola	['@spicysalm0nmaki']
@soobinungu GUE MAU ANJ ADA SI DANIEL KAN YAPI GUE MAU COLDPLAY JG GILA	kjmdilfest	['@soobinungu']
@starfess Coldplay sih gua	lovegamersh	['@starfess']
@ryehanahamikkaw Xpe aku xterpaling coldplay. Aku tah2 tau lagu dia beberapa je. Tp aku nk pegi gak.	assoonasicannow	['@ryehanahamikkaw']
@bubblevpuffie aku open jastip tiket coldplay bisa dicicil jugaa mampir ajaa	awloola	['@bubblevpuffie']
@santo91192 @BonnySidharta Coldplay gak bisa main di indo, soalnya di indo cuacanya cenderung panas.	hfdsydr	['@santo91192', '@BonnySidharta']
@irrawon_hazza Haha. Mula2 tknk pegii pastu tgk tiktok blh pulak post byk video concert coldplay. Terus terjebak	manisyzn	['@irrawon_hazza']
@aewin86 K-POP mah anak² yg suka,,, kalau emaknya Coldplay Kang ngarep.... ☺️	utowirdow2	['@aewin86']
@HNMYUSOF Dia ada coldplay fans malaysia. Tp aku akan follow rapat kat tiktok juga	olieysuhaily	['@HNMYUSOF']
@irrawon_hazza Hahaha. Kumpul double tak makan nanti 🤣🤣 tkpeee usaha utk coldplay dulu	manisyzn	['@irrawon_hazza']
@aewin86 Ommmm...tiket Coldplay aja om. Bner2 berarti banget deh kyk nya trust me..🙏🙏🙏🥲	setopankahiji	['@aewin86']
@eurawrrrrrrrrrr ayo bang ini keburu abis uit buat coldplay (yg masi ragu jg) bwang 😭🤲	ayuurestiasih	['@eurawrrrrrrrrrr']
@aewin86 Coldplay om mudah mudahan 😭	ewin_ilprincipe	['@aewin86']
@ehrdnnsm td udah cek websitenya tp nungguin announce Coldplay dulu	xschaein	['@ehrdnnsm']
@santo91192 @BonnySidharta Yg bagus ya selain Coldplay. Aneh2 musik Coldplay	eIonmas_	['@santo91192', '@BonnySidharta']
@whosleandro Coldplay sih ujar seorang sahabat	AmmarZhafir	['@whosleandro']
@caprioskie Gas ga siehhh, enhypen dongg kalo g Coldplay yankk🫶🏻🫶🏻	s_hoonprince	['@caprioskie']
@DSSNgallery @DSSNgallery jgn lupa date kita nk tgk Coldplay wey	NUR_ELSA8	['@DSSNgallery', '@DSSNgallery']
"@shintaprama Bacanya Churches 😂 band indie genre electropop gitu wkwkwk

nah Iya, kemarin yg pada bilang gak suka Coldplay, banyak bgt di serang netijen 🥲🥹"	nurlisaulfa	['@shintaprama']
@starfess coldplay? wkwk	leonayzaaa	['@starfess']
@NicolasWonoadi berapaan tiket coldplay	sembunyidarihr	['@NicolasWonoadi']
@FWBESS Kayaknya sih better Coldplay, karena kriteria coldplay buat konser di sebuah negara tuh tinggi, jadi kayak jarang banget sih bakal bisa konser di Indo, lebih ke nostalgia sih kalau coldplay	marioekaa	['@FWBESS']
@donudthoughts 30k tidak berarti buat coldplay minim 500k😭	yourboyrbt	['@donudthoughts']
@berryystraww aku ttp setia coldplay deh😔	dibadiboding	['@berryystraww']
@Asp3ctttt @coldplay Banger	Dino_PDX	['@Asp3ctttt', '@coldplay']
@chndrnns Maka mulailah nyetel coldplay	vandy_46	['@chndrnns']
@santo91192 @BonnySidharta Ternyata die-hard coldplay kyk ngene toh modelannya, pantes seh jelek. Owwaalaaaahhh.....	semogamatimuda	['@santo91192', '@BonnySidharta']
@convomfs Lagi seneng lagu apaaa?	quieteyes	['@convomfs']
@banjarbase Mending pada nabung dah buat nonton coldplay daripada nonton konser nggak jelas	rottenpenne	['@banjarbase']
@tiketXid @geng96cus ini apa Coldplay ni wkwkwk	Aprilmoon04_	['@tiketXid', '@geng96cus']
@dbIackbird Aing jg mau nonton coldplay ih? Yu bareng kali 🥹	LSuroyaa	['@dbIackbird']
@_rayyanjati Segera cek ke dokter spesialist THT. Rusak soalnya selera musiknya dan pendengaran anda. Sekelas C̶o̶l̶d̶p̶l̶a̶y̶ System of a down anda bilang jelek. Terus yang bagus itu apa?	rizkiporak	['@_rayyanjati']
"@IDWantsColdplay Misal besok pengumuman dan ternyata jadi ke Indonesia, apakah tiketnya langsung dijual ya min??

Mungkin ada yang tau, kalo Coldplay konser di negara-negara lain kek mana mulai penjualan tiketnya, apakah bareng pas pengumuman ato enggak, butuh pencerahan 🙏"	ellam41	['@IDWantsColdplay']
@firauwn JADI PENGEN WE THE FEST AN😭😭 tapi bimbang nabung coldplay	maujadiyupi	['@firauwn']
@frrhanna Hahahahahhaha simpan duit untuk coldplay	f_rds_	['@frrhanna']
@nrzynzzti Hi miss. Jadi ke pergi BlackPink hari tu? Minta review sikit layout/organizer management? Saya plan nak pergi yg upcoming Coldplay ni tp takut kecewa😅	nur_yazmin	['@nrzynzzti']
@1feel94 tentara aktif... hehehe...bulan mei kadonya dia wamil wkwkkwk..mer... coldplay jastip gaa	heny_aja	['@1feel94']
@IDWantsColdplay tiap retweet atau repost tentang konser coldplay, ada aja DM masuk entah di twitter atau di IG nawarin war war tiket dengan fee luar biasa . Hati-hati ya guys! di skip aja kita tunggu yang resmi nya ❤️	ramirabcd_	['@IDWantsColdplay']
@fayafalicya Aku cup sewa pas nanti konser coldplay boleh gak si kak🥹	ilyannoying	['@fayafalicya']
"Gue suka @koiltv , udah... 
Ngga peduli orang suka atau tidak dan ngga berusaha juga buat orang lain menyukai. 
Orang lain suka @coldplay , silahkan
Ngga peduli juga, gue."	soeripsarap	['@koiltv', '@coldplay']
"dan pastinya follow @idwantscoldplay @coldplay tuk mendapatkan berita terupdate. Stay tuned! Mari saling mengedukasi 🖤 

PS: Tolong jangan bawa-bawa dan mengatasnamakan Minplay dijasa jastip ❌ 😂 yaaa! | H-1 Asian Leg Announcement 9 May 2023, BE READY!"	IDWantsColdplay	['@idwantscoldplay', '@coldplay']
@0tk0il Kalo coldplay gimana mangots?	yatiem_senior	['@0tk0il']
@Adhit_Android Yang bagus yang yang sesuai selera dia lah. Kalo menurut dia coldplay gak bagus ya sah sah saja.	byhndo	['@Adhit_Android']
@Itsokaymatcha @sosmedkeras @somebdyukno Bodo amat, penting nonton konser coldplay ya gengs wkw	nisoww	['@Itsokaymatcha', '@sosmedkeras', '@somebdyukno']
@mirzaraevan dikata lagu coldplay cuma yg ah oah oah doang kali yha😭	dapxq	['@mirzaraevan']
@gvvimpse coldplay lbih mnarik dikit brok	chigmri	['@gvvimpse']
@Bearxzx Mom mau ikut nobar coldplay di jkt gimana	berlimox_	['@Bearxzx']
@alif_winanda Abis ngeliat ada bait tweet tentang coldplay, yang ngelike banyak ternyata wkwkwk	farrasikhsan	['@alif_winanda']
@muhaeim Jangan bikin musik kaya coldplay mas.. jelek	twatwamasi	['@muhaeim']
"@0tk0il kalau coldplay boleh kak ots ?
hehe."	ibroxibrox	['@0tk0il']
@pinksthescene @IDWantsColdplay Wahh gila ini sih, calo kalo ambil untung emang ga nanggung nanggung. Jahat bener. Mana kan coldplay ke indo masih 50:50 tapi udah matok aja tiket early birdnya	rizkylazuardito	['@pinksthescene', '@IDWantsColdplay']
@BonnySidharta Tuhan kan baik ombonz. Yang jelek itu coldplay cuakss	rxcmax13	['@BonnySidharta']
"Video Terbaru Nawacita Tv: Siapa nih yang udah ga sabar nonton @coldplay di Jakarta? 😱🇮🇩source: @idwantscoldplay https://t.co/lieOCBgQux
| #beritaterkini #beritaterbaru #beritahariini #kabarberita #updateberita #news #nawacitapost"	MediaNawacita	['@coldplay', '@idwantscoldplay']
@I_am_BOA Aku sih jadi. Kalo Onty kayaknya tergantung Coldplay. 😂	sebelumprolog	['@I_am_BOA']
@Krowbar13 Antara kuning rumahsakit dan kuning coldplay	hiinyooo	['@Krowbar13']
@santo91192 @BonnySidharta enak lagunya tigere band dari pada coldplay	peacetix666	['@santo91192', '@BonnySidharta']
@stayzend @convomfs tadi malem nangisin pen nonton konser Coldplay	apaansihkack	['@stayzend', '@convomfs']
"Open early jastip Coldplay in Jakarta

✅ Trusted
✅ Berpengalaman 
✅ Diurus sampai tiket fisik 
✅ Bookslot 50k/ tix 
📍Location- TBA
🗓️ TBA 

Untuk info lanjut bisa DM aku atau @hanbyu1l https://t.co/P22kb1dMWW"	Ccioya	['@hanbyu1l']
"@cinanazs @Freya_JKT48 JKT48 tour, Radwimps, Coldplay, 
bingung nyari duitnya......."	Ytamaa13	['@cinanazs', '@Freya_JKT48']
@nezckdeep semangat demi coldplay 🥲	lovve	['@nezckdeep']
"@westenthu Coldplay ama BTS 🤲🤲🤲🤲🤲

Ama Zayn Malik dah, dl pas ntn One Direction, Zayn ga ikut ksini
Keluar venue ehhh malah dpt announcement klo Zayn resign dr 1D 😑😑😑😑😑"	Dian_PPS	['@westenthu']
@AdibHidayat Tadinya berharap Coldplay Jakarta bisa dapet 2 hari, tapi kalo ternyata ada Coldplay di KL juga, tipis harapan dapet 2 hari. @naibee_sidepony	IrfantoAndi	['@AdibHidayat', '@naibee_sidepony']
@nizarbagasr Bukannya yg jelek baru coldplay ya	Aceeeeeeeel	['@nizarbagasr']
@baecconn Maacii🥺🫶🏻 ih aku masih galau kaya pengen bkpp pengen tilly bird tapi kan mau ada coldplay ya😔😔	couchpawteto	['@baecconn']
@farrashafeka Terima kasih fawwah sebab nak belanja ticket coldplay! Semoga dimurahkan rezekiiiii	aiman_edy	['@farrashafeka']
@Krowbar13 karna kalo lo bikin musik kaya gitu gakan sebagus coldplay!!!!!!!	anitatutuuuuu	['@Krowbar13']
@1feel94 wkwkwk kirain coldplay, mau buka jastip juga ngga kl coldplay mer??	heny_aja	['@1feel94']
@ConcedeGodric Top of mind sih selain Travis dan Coldplay ya Keane	torantula	['@ConcedeGodric']
"@tanyakanrl From this to this nder 😂 
Waktu SMP aku ngejer ni cowo mati-matian, pacaran tp selama pacaran galau tiap hari karena doi cuek kebangetan. Pacaran dr kelas 8 SMP sampe 10 SMA doang. Isi TL FB udah kayak buku harian yg isinya ngode kalo ga dihargain banget sm tu cowo. https://t.co/D0kctUfyue"	aicilaicila	['@tanyakanrl']
@tanyakanrl Coldplay bukan kpop woy😭😭	kwonsyie	['@tanyakanrl']
@KetemuOppa Min kalo coldplay beneran mampir indo buka jastip juga ga nih 🥲	msal535	['@KetemuOppa']
@thunderflashhh KM MAU NONTON COLDPLAY YAAA KAAA👀👀	xoxolovesena	['@thunderflashhh']
@KetemuOppa Mari tunggu Coldplay (yang katanya besok announce) 😌	suhpidermark	['@KetemuOppa']
@puupuutta @adegarinta Blonde cocok bgt nggo nongton coldplay ✨	Bayuirwanto93	['@puupuutta', '@adegarinta']
"@MEY_ANDTEEN Coldplay? Ada.., 
Kmaren udah dpt izin suami. Eh malah di guilt tripping sm dia. Katanya tega kamu ninggalin anak-anak dan sebagainya, bikin aku ga enak hati. 🙄🙄. Tp Temen nontonnya juga malah hamidun, klo misal November dia udah masuk semester 3 lagi 🫠. Jd entahlah bingung 😭"	xwiexwiex	['@MEY_ANDTEEN']
@___yerrey Coldplay wkwk	chiscakee_	['@___yerrey']
@Freya_JKT48 pala gua pusing, mikirin duit, jkt mau ada tour lagi, radwimps juga mau ke indo, coldplay juga mau, duit dri mana ya Allah...	Ytamaa13	['@Freya_JKT48']
@kerfmille @lilithkis bukannya lgi coldplay chigiri??	hamzizahmiaw14	['@kerfmille', '@lilithkis']
@rio_lonjong @Adhit_Android Emang berapakah tiket nonton konser coldplay?	h_radite	['@rio_lonjong', '@Adhit_Android']
woy degdegan bgt besok official announcementnya @coldplay 😭😭	___npj___	['@coldplay']
Mau open jasa war konser coldplay nanti kalo udah confirmed. Staytuned yakksss🙌🏻 #Coldplay @coldplay	gerra_store	['@coldplay']
@SyazwanieAney HAHAHA demi COLDPLAY,kita harus bersatu padu 😂	zattysapinaz	['@SyazwanieAney']
@NrlNatasa natasa ready beli coldplay ya	amiamiamirul	['@NrlNatasa']
@taurunians @GreenDay tahun ini coldplay, tahun depan keknya makin rame njii yang dateng ke indo wkwk	myrezandy	['@taurunians', '@GreenDay']
"@meinmokhtar Dari experience aku pi tgk Coldplay susah tgk ada section VIP
Depa ada standing dgn seating je"	Faez_Luqman	['@meinmokhtar']
"@sdnarm Rencana sih itu pak nnt pas kesana sekalian ganti batree 
Bapak nntn Coldplay juga ??"	aand_tjg	['@sdnarm']
@Prayingaftersad @santo91192 @BonnySidharta coldplay bukan selera saya, selebihnya no comment	FOUR4thcool	['@Prayingaftersad', '@santo91192', '@BonnySidharta']
@MUSIKMENFESS harusnya ganti Coldplay	whenyouslip	['@MUSIKMENFESS']
"@yellow2_4 Sampe detik ini aku masih gamau percaya coldplay beneran ke indo. Krn takut cuma zonk :(
Tp dibilang pengen nonton ya pengen, tp ngerasa ga mungkin aja coldplay ke indo"	fryynda	['@yellow2_4']
@aand_tjg Ke Tangerang sekalian nonton Coldplay	sdnarm	['@aand_tjg']
@tseIkomseI We the fest ada the 1975 dkk tapi Coldplay juga seru bat euphorianya:)	nawaitujulid	['@tseIkomseI']
@butterflels coldplay juga mauuu	susahingett	['@butterflels']
@chittenyawn Kalau nggak coldplay ya smtown gas	Hendrayyyi	['@chittenyawn']
@zergg bajet tkde. nak beli coldplay 😭	kaljerr	['@zergg']
"@MUSIKMENFESS alhamdulillah masih boleh muter lagu2nya band terbaik sejagad raya

@coldplay"	reddroopyeyes	['@MUSIKMENFESS', '@coldplay']
@501Awani Tak nak keluarkan pun xpe la,janji bagi band Coldplay masuk Malaysia 🥰	hawazakiah	['@501Awani']
Perasaan coldplay gk bagusnya dah, gk kaya @NTRL_official	SiwonRhoi	['@NTRL_official']
@mrjml738 weh kalau ada apa2 announcement coldplay roger2 gk aaa tkot missed	k_fourd	['@mrjml738']
@heppiney coldplay harus yg lain ga dlu	nomatterwhhat	['@heppiney']
@shalmauyee bismillah joki setahun sekali kepake buat war tiket coldplay😎🤚	flovvercr0wn	['@shalmauyee']
bismillah semoga emang rejekinya bisa nonton @coldplay 🥹🤲🏻 https://t.co/CmKvaJ8rXY	dwaifuku	['@coldplay']
@sunfl0werr_bby Coldplay jom ayuh !!!	novanattt	['@sunfl0werr_bby']
"@xallehrazax Kini, Coldplay menjadi sohor di seluruh media sosial sebab terdapat sebab yang berita di jalanan mengatakan bahawa kumpulan rock British akan secara rasmi mengumumkan Jelajah Asia mereka tidak lama lagi.

https://t.co/uRYHBUKn3H"	PostMalaysia	['@xallehrazax']
"@ColdplayMsia @coldplay Kini, Coldplay menjadi sohor di seluruh media sosial sebab terdapat sebab yang berita di jalanan mengatakan bahawa kumpulan rock British akan secara rasmi mengumumkan Jelajah Asia mereka tidak lama lagi.

https://t.co/uRYHBUKn3H"	PostMalaysia	['@ColdplayMsia', '@coldplay']
@koiltv Kira kira kaya Coldplay lah ya?	alcacoq	['@koiltv']
@muhaeim @twatwamasi Bagus2 lagu coldplay mas, vokalisnya skrg ketua umum PSI 🙏🏾	daharhimas	['@muhaeim', '@twatwamasi']
@indss__ GA karna lo lg mau nonton coldplay aja!	keysavir	['@indss__']
@tiararahma278 @missoriginalsix @IDWantsColdplay @coldplay Bisa deh kalau engga salah, nanti juga dispill sama promotornya cara beli tiketnya gimana	ivlcecy	['@tiararahma278', '@missoriginalsix', '@IDWantsColdplay', '@coldplay']
@IDWantsColdplay @coldplay emang begitu announce langsung buka penjualan tiket ?	rohitsebastiian	['@IDWantsColdplay', '@coldplay']
@missoriginalsix @IDWantsColdplay @coldplay Engga nanti itu kan pake website indonesia pasti pembayaran pake bank bca dll. Setauku pas westlife itu dia pake loket com pembayaran bisa virtual acc mandiri, bca dll gitu sama master card bisa	ivlcecy	['@missoriginalsix', '@IDWantsColdplay', '@coldplay']
"@ichinnow Betul. Apalagi itu konser hari weekdays. 

Cuma ada orang ngaku tajir tapi soal nonton Coldplay takut ga dapat war lah apa lah"	To_gethr	['@ichinnow']
@IDWantsColdplay @coldplay bismillah ticketingnya kgk deket2 ini	honeysnowie	['@IDWantsColdplay', '@coldplay']
@IDWantsColdplay @coldplay Bismillah dulu kalo ngewarr tangan gue wangi amin amin 🙏	parkjiuve	['@IDWantsColdplay', '@coldplay']
@coldplay lu konser lebih dari sehari jg pst abisssss ngapa cuma sehari	masasihguys	['@coldplay']
@IDWantsColdplay @coldplay BENERAN GA SI	myoongiest	['@IDWantsColdplay', '@coldplay']
"@ezash Gamuluk muluk deh pengennya sih oasis tapi gamungkin 😅
jadi semoga aja nanti bisa kedapetan tiket coldplay"	Hbondurants	['@ezash']
Signal loading to 100% #MOTSWT 📡👽🇮🇩• 95% easter eggs telah menunjukan arah yang positif, namun kebahagian tak lengkap tanpa konfirmasi langsung dari @coldplay | Annoucement Soon 09.05.23. Let’s wait and see, I  will forever love this legend hashtag : #INDONESIAWANTSCOLDPLAY 🇮🇩 https://t.co/BXkNMUzDUS	IDWantsColdplay	['@coldplay']
@IDWantsColdplay @coldplay BISMILLAH YA ALLAH DAPET TIKET COLDPLAY AAMIINNNNN	nearbyouu	['@IDWantsColdplay', '@coldplay']
@IDWantsColdplay @coldplay Manifesting, dapat tiket Coldplay bulan November di GBK tribun tengah ngadep stage 🙏 see you 👋	hnnyhtr	['@IDWantsColdplay', '@coldplay']
@IDWantsColdplay @coldplay Mau nangis dari sekarang 😭😭😭	ajengnherself	['@IDWantsColdplay', '@coldplay']
@ifeelsg00d @IDWantsColdplay @coldplay kalo sekelas artis gede bakal buat web sendiri kak, klo promotornya PK pasti web sendiri	crysstalitas	['@ifeelsg00d', '@IDWantsColdplay', '@coldplay']
@IDWantsColdplay @coldplay penjualan tiketnya biasanya dmn	ifeelsg00d	['@IDWantsColdplay', '@coldplay']
@kikiauliaucup Coldplay jadi maen di purwodadi kan ini	FakeTaeji	['@kikiauliaucup']
@IDWantsColdplay @coldplay pk nya jg uda post di feeds😭😭😭	anichaaw	['@IDWantsColdplay', '@coldplay']
@chitattooes Biar BL sekaligus fans Coldplay bingung pilih mau war tiket yg mana kali ya? 😅😅	niwayanbudiasih	['@chitattooes']
ITS COMING! Minplay pleased to inform that the dream team @PK_ent_id  x @TEMGMT for #ColdplayJakarta 🇮🇩	IDWantsColdplay	['@PK_ent_id', '@TEMGMT']
@IDWantsColdplay @coldplay Semoga dapet tiketnya😭	FaniKur_1	['@IDWantsColdplay', '@coldplay']
@ezash @Leanansidheee ayo coldplay wkwk	mercuryinureyes	['@ezash', '@Leanansidheee']
@nablabliblu @siregrawr @IDWantsColdplay @coldplay aku book yaah	mhdfachrozyy	['@nablabliblu', '@siregrawr', '@IDWantsColdplay', '@coldplay']
@aldysuhanda_ Butuh duit buat nonton coldplay 😭	Siskayuniarr	['@aldysuhanda_']
@tvindonesiawkwk Coldplay mah apaan wkwwkk	AjiPramanaPutra	['@tvindonesiawkwk']
@IDWantsColdplay @realmasen @coldplay bismillah ya suga udh gadapet masa coldplay gadapet jg	ratuferag	['@IDWantsColdplay', '@realmasen', '@coldplay']
@kikiauliaucup Coldplay jadi main di Tegal ini jelass	Fana_ni_	['@kikiauliaucup']
@sbyfess konser coldplay WKWKWKWKK	ainthyunjae	['@sbyfess']
@IDWantsColdplay @coldplay Dengan doa mama aku ingin nyanyi owaaa owaaa owaaaa	kodskodss	['@IDWantsColdplay', '@coldplay']
@IDWantsColdplay @coldplay @lifeofronald siap2 naik bungs	MIrfanMaulana_	['@IDWantsColdplay', '@coldplay', '@lifeofronald']
"@yourbedgvrl Pentingnya punya tabungan:
Dana darurat
Dana pensiun
Dana nonton coldplay"	janganage	['@yourbedgvrl']
@darpsn @IDWantsColdplay @coldplay @odeliaagth @namanyanugo Gabisa gue diginiin 🫠	hasbiiim	['@darpsn', '@IDWantsColdplay', '@coldplay', '@odeliaagth', '@namanyanugo']
@IDWantsColdplay @coldplay Paling takut warnya	sftrfhdahoran_	['@IDWantsColdplay', '@coldplay']
