content	username	mentioned
@ternyataakutata maaf bang tata, kalau jadwalnya barengan gua milih coldplay dulu 🙏🏼	ryx_____	['@ternyataakutata']
"@Suckerzpunch @bucinrokudaime @blakescherry @teemcflurry @westenthu Iya kak maksudnya yg ada kaca nya kan restricted tp di bagian bawah doang.. yg duduknya di restricted view bagian atas2 kayaknya udh ga kehalang kaca(?) Atauu masih?
Cmn emg gak keliatan coldplay nya juga si karena sejajar panggung"	bluesidesell	['@Suckerzpunch', '@bucinrokudaime', '@blakescherry', '@teemcflurry', '@westenthu']
Halo guys, mau menginformasikan bahwa @OunjeId buka jastip war tiket Coldplay Music of The Spheres di Jakarta yaa. Ditunggu aja, follow dulu. Pantengin ig ounje juga, karena akan slot war jastip tiket di posting lewat ig🫶🏼💜	OunjeId	['@OunjeId']
"@diggingupthegrv @bocchitori @westenthu Coldplay konser selalu ada layar gede.
Dan teman saya sudah nonton 3 kali di beda2 kategori. Katanya klo Coldplay di mana aja oke kec yg restricted view."	neng_Nope	['@diggingupthegrv', '@bocchitori', '@westenthu']
@IDWantsColdplay @coldplay ini bakal ada day 2 ga? Biasa PK klo tambah hari suka tiba2 kejadian ntar kayak justin kmrn. Kalo ada day 2, pgn nonton yg day 2~~	FilosoviaEfa	['@IDWantsColdplay', '@coldplay']
@JR_Cyrillus @idextratime Njir Coldplay ga terkenal2 bgt ?	asetiawanbdg	['@JR_Cyrillus', '@idextratime']
"@IDWantsColdplay @coldplay Jakarta resmi jadi salah satu kota penyelenggaraan konser Coldplay 2023 selain Tokyo, Jepang dan Kaohsiung, Taiwan. #IndonesiaWantsColdplay 
https://t.co/WDaeYbcVjg"	okezonenews	['@IDWantsColdplay', '@coldplay']
@__dtm__ @rayvieralaxmana masih nungguin tanggapan @MZRRDP tentang konser Coldplay	efeksedatif	['@__dtm__', '@rayvieralaxmana', '@MZRRDP']
@_vacantx cat7 nonton orang nonton coldplay nif wkwkwk	halopopon	['@_vacantx']
@sselatann nitip videoin kalo bawain Shiver aja kak	barkanone	['@sselatann']
@coldplay Wow Kuala Lumpur!! 🥳🥳🥳	myborahaven	['@coldplay']
@Dahliahaziqah Haha not bad la boleh bawak masuk Muse dgn Coldplay. Power dah tu 😆	iamdrjoe	['@Dahliahaziqah']
@thejurgenholic Sepatu messi &gt;&gt;&gt;&gt;&gt; coldplay	TicTac________	['@thejurgenholic']
@tempeultra Pengen nonton coldplay tapi cuman tau klebus ama satru doang. Heran~	mercusuarlit	['@tempeultra']
@IDWantsColdplay @coldplay Yuk bisa yuk… @broccolivegann	mulaiajaduluuu	['@IDWantsColdplay', '@coldplay', '@broccolivegann']
"@tanyakanrl sejak kapan Coldplay masuk kpop anyinggggg wkwkwkwkwkwk 

wkwkwk ahjuicy chris kyaaa &gt;_&lt;"	johsthofu	['@tanyakanrl']
@bloomiesun Fakkkkk gilaa kalo nonton aku ga jadi ngekost dong 😭😭 bye coldplay😭😭😭😭	sunnies_ss	['@bloomiesun']
@yujindayo26 Karena Coldplay ga tau mau Dateng lagi kesini kapan 🤣	yugosakurai	['@yujindayo26']
@tickiyy @westenthu coba kesini. langgananku jastip tiket kpop @districtkpop soon buka jastip coldplay juga👍🏻	dorieomma	['@tickiyy', '@westenthu', '@districtkpop']
@pramestunggadew @IDWantsColdplay @coldplay Aku dm ya kakkkk	onewooday	['@pramestunggadew', '@IDWantsColdplay', '@coldplay']
@_rotisbubu_ w yakin u bisa mengharumkan nama cibubur dan rawalumbu dalam asian games cabor war tiket coldplay	stfudis	['@_rotisbubu_']
@nisaakoo_ @IDWantsColdplay @coldplay Sampan bapaknyap laks	tiaatiie	['@nisaakoo_', '@IDWantsColdplay', '@coldplay']
"Resmi, @coldplay akan datang ke Indonesia untuk gelar konser yang bertajuk #MusicOfTheSpheresWorldTour Live di Jakarta pada 15 November 2023 di Stadion GBK.

Gimana udah pada siap nonton konser @coldplay ? https://t.co/iWrYRsgPWC"	sosmedkeras	['@coldplay', '@coldplay']
@koomeeeiw benerrr kyknya paling mungkin dua ini sih yaa, apalg yg bawah udh berhasil bawa coldplay bisa jd semakin ambis utk yg lain😅😅	orojinanyou	['@koomeeeiw']
@dirumahmulu Apa ini apa ini. Daniel caesar? Coldplay? 😭😭😭😭	XxXtentacel333	['@dirumahmulu']
@sh1ethiy semoga tanganmu wangi yaa biar hadiah ulang tahunnya nonton Coldplay 🧎🏻‍♀️	triestohide	['@sh1ethiy']
@djwhn_ kamu nonton coldplay ga kak 😭😭	jaesahiarc	['@djwhn_']
@moscawalter Sama, lagu Viva La Vida adalah lagu goodbye aku kepada Coldplay. Muse pulak start dgn lagu Supermassive Black Hole. Starlight tu next single dari album tu, lagi justify tindakan aku la.	thezulfo	['@moscawalter']
@snowxfake @coldplay Wkwkw cuti lah	todayisdestehny	['@snowxfake', '@coldplay']
@IDWantsColdplay @coldplay Pengen ya wkwkwk @dittameilani	danilskaka	['@IDWantsColdplay', '@coldplay', '@dittameilani']
@vaethereus Jadi mah nonton 5sos ato coldplay wokwokwokw	yudgiyamu	['@vaethereus']
@realmadridindo1 buat nonton coldplay??	robbani_hikmah	['@realmadridindo1']
@convomfs nonton disitu juga gamasalah kalo ngonser coldplay, karena atmosfir nya beda dan tetep kerasa seru	Frzadam	['@convomfs']
@sbyfess Web coldplay down ga sih? Buka dari tadi ga bisa 🥲	emldii	['@sbyfess']
@GhhopesHi @coldplay Dulu aku yg berdiri, habisnya segini https://t.co/C0dNjDT3nb	nasyaElpnt	['@GhhopesHi', '@coldplay']
@xunjjongie exo ga ot8/ot9 tahun ini, mau ke coldplay dulu huhuhu😭	oohbabysehunie	['@xunjjongie']
@txtsiaries @westenthu menurut gw kalo konser coldplay bukan nikmatin visualnya sih tapi lebih ke vibes konsernya, mau lu duduk dimana aja pasti bakal seru	masggg_	['@txtsiaries', '@westenthu']
@thisisnotmahar Mana aku pernah denger katanya coldplay tuh selective banget milih negara buat konser mereka 🥲	acupofhappinees	['@thisisnotmahar']
@vkoobby masih ada waktu 6 bulan buat cari ayang diajak coldplay date	txtsiaul	['@vkoobby']
@IDWantsColdplay @coldplay ni pasti grgr fansnya coldplay pada baek bener ramadan kemaren, mas kris pasti bangga gasi woy, rispek https://t.co/zey6R7BIJd	farishumami	['@IDWantsColdplay', '@coldplay']
@coldplay Woyyy info orang dalem tiket...gayakin war bakal dapet ane 🙃	Pengenricheese	['@coldplay']
@hikmahaha @IDWantsColdplay @coldplay jangan sampai besok post gini dah 😭	strnsmars	['@hikmahaha', '@IDWantsColdplay', '@coldplay']
@shariefghazali @AiraMyra_ Cigarette After Sex aku boleh, takkan Coldplay tak boleh	sebalikmata	['@shariefghazali', '@AiraMyra_']
@tanyakanrl sejak kapan coldplay jadi artis korea nder😭😭😭😭👊🏻	rapunhend	['@tanyakanrl']
@exorcistgorl semua orang pengen nonton coldplay	jsusvlciver	['@exorcistgorl']
@coldplay Siapkannn pasukan buat war tikett!!! Kalo gk punya pasukan bisa jastip di kita kok kak ✌️	francoiko	['@coldplay']
@adlisyahril Okay je Coldplay. But dia punya hype mcm band tu tahap dewa. But I do admit Chris Martin punya live showmanship memang bagus.	aminfuad_10	['@adlisyahril']
@khanzaamp @IDWantsColdplay @coldplay See ya GBK	mnnopa	['@khanzaamp', '@IDWantsColdplay', '@coldplay']
@enaajelu PENGEN NONTON COLDPLAY TPI GK ADA DUIT😭☝🏻 https://t.co/Kogj3v6tPP	popcorn_basi	['@enaajelu']
@tanyakanrl bru tau gw klo Coldplay tuh aliran musiknya kpop	kopidangdutt_	['@tanyakanrl']
@estehtawar_ Ini reaksiku kalau ada yang muter Coldplay https://t.co/8fMUOQ1QuI	dikirfan	['@estehtawar_']
@sitnuurr Aku mau nemenin nonton coldplay Sit, tapi ga mampu beli tiketnya 🤣🤣🤣	arthanailisf	['@sitnuurr']
@westenthu duit segitu ada tp masi ga tega buat ngeluarin duit segitu untuk konser 😭😭 smoga coldplay panjang umur dan aku bs nonton konser selanjutnyaaa	figitiri	['@westenthu']
@odipiaaaaa kita ga ada yang tau ya kak, siapa tau nanti ada rezeki lebih bisa nonton coldplay &amp; messi di negara lainn aamiin	hkml07_	['@odipiaaaaa']
@buruhkumuh Hei kamu buruh pabrik gausah sok ngerti Coldplay deh, dengerin dangdut Pantura aja 🤣	wanpradika	['@buruhkumuh']
@harykopter resepsi na lalajo coldplay wae kitu nya:(	tawakkaI	['@harykopter']
@tanyakanrl fans fomo ya nder kok kpop,sjk kpan coldplay kpop	_jjnlee	['@tanyakanrl']
uwaww uwawww😍 yg mau jastip tiket coldplay pantengin akun @thenyetii yawww💗 https://t.co/XOaywG37LE	siskachann	['@thenyetii']
@capricornaur @fauliar_ Mon maap insyaa Allah sudah tidak di Indo pas Coldplay ke sini	Nabilla_EA	['@capricornaur', '@fauliar_']
@IDWantsColdplay @coldplay NANGIS	joonicaa	['@IDWantsColdplay', '@coldplay']
@tawakkaI akad weh hela sambil nonton coldplay	harykopter	['@tawakkaI']
@IDWantsColdplay @coldplay WOIIIIIIIIIII SHSHSJANGDSHHAHA  ???!!!!!???!!!!! 😭😭😭😭😭😭😭😭	galihaprakasa	['@IDWantsColdplay', '@coldplay']
@IDWantsColdplay @coldplay langsung ambil cuti 15-16 sih ini	bulanaprilduarb	['@IDWantsColdplay', '@coldplay']
@ladofbelfast Spotses  rehearsal sebelum konser coldplay 🤣🤣	florecientte	['@ladofbelfast']
@coldplay konser di Indonesia 15 November tapi tuhan lagi nguji ekonomi keluarga gw sedih bangett🥺 yok semangat sukses biar bisa nnton konser Coldplay pake uang sendiri di luar negeri, please bang jan pensiun dlu yaa tunggu gw 🙏🏻😭💪	niisaalmadina_	['@coldplay']
@IDWantsColdplay @coldplay itu presale bca 17,18 mksdnya gmn ya? apakah nnti ada sale lagi tiketny slain 17,18?	Exxrvn	['@IDWantsColdplay', '@coldplay']
@wicak_onos Iya banyaknya tau lagu2 yg dulu &amp; emg not into bgt sm coldplay sih jd manifesting buat yg lain aja😊	messyneshiy	['@wicak_onos']
segila2nya orang2 sm Coldplay ya gw akui juga emang enak2 sih lagu mreka, but i prefer to see @samsmith in SG, mo galau berjamaah.	psikologabal	['@samsmith']
@idextratime sebutkan 3 lagu coldplay	nowaydays	['@idextratime']
konser coldplay pas bangett, abis skripsian langsung healing nonton coldplay @sandiuno MAU TIKETNYA 1 PAK🫠	cincaukapucino	['@sandiuno']
@coldplay Nak gi😭😭	kimieen	['@coldplay']
"@Slixe_13 @IDWantsColdplay @coldplay Iyaa mengsedih ya wkwkkwk
Lagi nyari info ngepet halal wkwkwk 😭😂"	kentanrebusss	['@Slixe_13', '@IDWantsColdplay', '@coldplay']
@diianyulia @IDWantsColdplay @coldplay @iyool_ @Sabrian__ Capek gasi? Haha	uratsaraf_	['@diianyulia', '@IDWantsColdplay', '@coldplay', '@iyool_', '@Sabrian__']
@pramestunggadew @IDWantsColdplay @coldplay Haloo kakk, aku buka jasa warnya nihhh bisa booking slot dulu https://t.co/Tf9YYbx3ET	onewooday	['@pramestunggadew', '@IDWantsColdplay', '@coldplay']
"👋Annyeong chingudeul👋

Yuhuuuu info Coldplay udah ada nihh
Bagi yang mau jastip bisa langsung dm aja di twitter atau ignya adajatip di @adajastipni 
Ditunggu yaaaa 😊💕💕

#ColdplayJakarta #ColdplayIndonesia #Coldplaytickets #coldplay https://t.co/dIfmkYS6ZQ"	adajastipni	['@adajastipni']
@sunsunbestie 😭😭 huaaa kalo enha ke jakartaa pasti milih enhaa tapi pengen coldplay jugaa	mochiiame	['@sunsunbestie']
@coldplay war tiketnya meni mei😭	wtshwanv	['@coldplay']
@tanyakanrl lah Coldplay bukan kpop anying ituu band 😭😭😭😭	forever17land	['@tanyakanrl']
"Se-excited itu @coldplay  singgaj di Indonesia..
Pokoknya sampai November harus wajib kumpulin dana Coldplay https://t.co/fZ1WAepvjJ"	riaayupus	['@coldplay']
@tiketXid besoknya coldplay dateng ke rumah gua nyanyi happy birthday	broccoliarrr	['@tiketXid']
@bstnarmstrong Katanya grindey mau ke sini	sethrash666	['@bstnarmstrong']
@FAMaradjabessy @ilhambaas @yrzfahmi Fix eta mah langsung dijual jang meuli tiket coldplay 😭😭😭	VankaAgusto	['@FAMaradjabessy', '@ilhambaas', '@yrzfahmi']
@tanyakanrl sejak kapan Coldplay jdi bagian dri kpop anjer 😩	awisherwinner	['@tanyakanrl']
@Andikaaaaaap @IDWantsColdplay @coldplay Mandiri kan lebih mudah y	beviorreoct	['@Andikaaaaaap', '@IDWantsColdplay', '@coldplay']
KENAPAAAA KENAPAAAAA @coldplay	koolvinklein	['@coldplay']
@itsmemizuka @IDWantsColdplay @coldplay Ayo kak	cindlemanteer	['@itsmemizuka', '@IDWantsColdplay', '@coldplay']
"@hkml07_ Aku lagi gaada kerjaan tp kehalang duit. 
Klo sblum november udh dpt kerjaan baru sabi sih coldplay. 
Kalo argen kemungkinan gabisa krn 1minggu sblm lebaran haji dan posisi blm kerja jg. Duit sih ada ya buat tiket tp harus mikirin PP jkt-dom aku 🥀"	odipiaaaaa	['@hkml07_']
@bintangfathan_ bareng @joindong_ kaaa banyak yg ke coldplay	kulitmekdiii	['@bintangfathan_', '@joindong_']
@JetVeetlev Pilih coldplay atau hot play	gennasatria	['@JetVeetlev']
@vanteetix @IDWantsColdplay @coldplay Fee brp kak	missoriginalsix	['@vanteetix', '@IDWantsColdplay', '@coldplay']
@JR_Cyrillus @idextratime Njeerrr baru tau coldplay gak terkenal 😭🤣 Kakaknya pasti tinggal di goa pedalaman 🤣	aidaaputry_	['@JR_Cyrillus', '@idextratime']
@ohmynana08 iya,tpi ini coldplay ticketing 17 mei besok😭😭	cbcumi14_	['@ohmynana08']
@couchpawteto Gpp biar pada war coldplay aja.. g usah pada ikutan war bokpop..	Valerriene	['@couchpawteto']
@ladofbelfast Yam udah saatnya gelar spotses coldplay only	florecientte	['@ladofbelfast']
@anwaribrahim @WahyuYordan Jom paklong, Coldplay in tambun	twt_lakot	['@anwaribrahim', '@WahyuYordan']
@lipskvi @ColdplayMsia @coldplay makan modal laa kawan dgn kau 😔💔	sofeaaquilah	['@lipskvi', '@ColdplayMsia', '@coldplay']
@coldplay Nanti dah sampai roger2 ah, lama tak ngetih	aghafran	['@coldplay']
@coldplay Bisa gilaaa	bellaajelitaaa	['@coldplay']
@IDWantsColdplay @coldplay Semangat kawan https://t.co/c37XKKSs67	Aryasaa_	['@IDWantsColdplay', '@coldplay']
@amrmkhrs Coldplay ni yang boyband korea tu kan?	mnmnur	['@amrmkhrs']
@JR_Cyrillus @idextratime dek lahir tahun brapa kok bisa bilang coldplay ga terkenal2 banget🥲🥲	imurbbyygurl	['@JR_Cyrillus', '@idextratime']
"11.11
KAOHSIUNG
NATIONAL STADIUM
@coldplay https://t.co/vcKu56S030"	vic22111	['@coldplay']
@kulitmekdiii pengen nonton coldplay kalo ada barengan	bintangfathan_	['@kulitmekdiii']
@amrmkhrs Damn. Padan lah aku familiar. Aku pun die hard fan coldplay jugak dulu	mnmnur	['@amrmkhrs']
@coldplay Ayo nonton @elxection	prominasusu	['@coldplay', '@elxection']
@tanyakanrl tp coldplay bkn kpop....	leodecapriooo	['@tanyakanrl']
@sevirarinandaa Harus lah nanti malu lah kite same sahabat Coldplay's   posting di ig tapi ndk bise nyanyi nye..🫥	AcengMuska	['@sevirarinandaa']
@IDWantsColdplay @coldplay yg buka jastip jgn banyak” ambilnya dong, kita jg pngen ngewar 🥹	endaaRN	['@IDWantsColdplay', '@coldplay']
@westenthu itu kan vip biasanya 5 jt karena ada benefit lainnya, festival 3,5jt udah lumayan murah buat artis sekelas Coldplay... paling kalo beyonce atau taylor bisa segitu naik 1-2jt yg mana masih worth it bgt	illicitvmin	['@westenthu']
@bukanmasochism Angin Syurga lagu misha omar tau bukan lagu coldplay. Tetiba	helmihaqiem	['@bukanmasochism']
@JR_Cyrillus @idextratime Yaelah Coldplay udah terkenal Duluan kali dari JB atau One Direction	Dicky_Arya11	['@JR_Cyrillus', '@idextratime']
@justmeaan awal2 tarikh dah keluar coldplay hahaaha	frdzarf	['@justmeaan']
@coldplay ga kebayang di Tokyo Dome gimana cakepnya itu konser.	fauzanrfni	['@coldplay']
@mashoppus @kulitmekdiii @notdrybread Hehe iya kak.Yg penting emang bagus kok Coldplay klo konser. Even cuma dengerin diluar aja🙂	thenacne	['@mashoppus', '@kulitmekdiii', '@notdrybread']
@ddownunderr @izaaaleluya ga kebeli tiket coldplay🙏	bucinkeita	['@ddownunderr', '@izaaaleluya']
"@amlzlf_ Gue mau coldplay aja 😭
Akhir bulan ini ke Bali soalnya 👉🏻👈🏻"	raintopiasong	['@amlzlf_']
@IDWantsColdplay @coldplay Kenapa rabuuu sih....susah buat orang yg  jauh dan kerjaaa😭😭😭😭	TRA123_	['@IDWantsColdplay', '@coldplay']
@coldplay nonton enggak nonton enggak 🥲🙃🙂	armitaTri	['@coldplay']
@RosesAreKookie @putrisarahd cuma coldplay dan the script, abis itu udah list konserku semua lunas, terima kasih ya al 🥺💙	nerosalt	['@RosesAreKookie', '@putrisarahd']
@itsmemizuka @IDWantsColdplay @coldplay Ikutt kakk, kalo ada yg mau bikin grup nanti tolong tag aku🙏🏻	mintbearchoc	['@itsmemizuka', '@IDWantsColdplay', '@coldplay']
@ipaansar napa cpt bngt si coldplay astaga	Cupalopa	['@ipaansar']
@kiddocaremy @xdidiandrax Boleh but collab dengan coldplay ni. Tiket concert + free jaga anak 😂	luqmanlhqm	['@kiddocaremy', '@xdidiandrax']
@prvgst new light lagu coldplay palalu bau santen	rizqiaul	['@prvgst']
@frianamran @westenthu Mau berharap kaya gitu. Tapi pasti bakalan ada. Secara konser coldplay banyak yang nantiin, pertama kali di Indo. Pasti ada aja yang cari celah.	honeydewsummer	['@frianamran', '@westenthu']
@thenacne @westenthu Eee iyaa loket, tapi pas di search ga ada punya coldplay	clownberriye	['@thenacne', '@westenthu']
@andihiyat Yuk yang mau jastip tiket coldplay bisa DM slot terbatas	quarterlife04	['@andihiyat']
@kentanrebusss @IDWantsColdplay @coldplay Sama aja kak jatuhnya dgn ku,uangnya udah di pake buat lebaran sekarang kosong gak ada simpenan😭😭😭	Slixe_13	['@kentanrebusss', '@IDWantsColdplay', '@coldplay']
@azis95 Jastip coldplay kena brp %	m_erfian	['@azis95']
@imcowplant wkwkkw duit nya gaada buat nonton coldplay😂	Andre_rizqi	['@imcowplant']
@IDWantsColdplay @coldplay Tolong siapapun… temenin gue nonton ini 🙃	raintopiasong	['@IDWantsColdplay', '@coldplay']
@IDWantsColdplay @coldplay War tiket war tiket war tiker	riaayupus	['@IDWantsColdplay', '@coldplay']
@coldplay bkk pls🤧	creeploo	['@coldplay']
@IDWantsColdplay @coldplay halahhh halahhhh 17-19 mei bangett 😭	itsnanayaaa	['@IDWantsColdplay', '@coldplay']
@nolinguistik @IDWantsColdplay @coldplay AKU GA LIAT MATAKU KETUTUPAN MASKER	morenasirena12	['@nolinguistik', '@IDWantsColdplay', '@coldplay']
@hartinieyusof @leahalim15 Hoho pm suka coldplay ke😅	nuoraein	['@hartinieyusof', '@leahalim15']
@JungleBlade Ini buat konser apa ? coldplay ya ?	Peunat_	['@JungleBlade']
@internetsuffer Ok coldplay aku	_virginiadream	['@internetsuffer']
"@hwangbangs Anak dalem perut: aku keluar deket"" tgl coldplay konser ah 😍"	LEVANBIN99	['@hwangbangs']
@MUSIKMENFESS bangsdd bmth apa coldplay yaa	alfito__	['@MUSIKMENFESS']
@IDWantsColdplay @coldplay Udah fix ya min	unisba58	['@IDWantsColdplay', '@coldplay']
@xxexoxee @insidefolkative Keknya ga cuma kpop doang si, apalagi HD kek coldplay gini rawan. Tiati aja pinter2 kitanya	yminfltr	['@xxexoxee', '@insidefolkative']
@CEOofMOTS @IDWantsColdplay @coldplay Iya error https://t.co/APnILH3wtK	geezmosam	['@CEOofMOTS', '@IDWantsColdplay', '@coldplay']
"Siti Nurhaliza kalau nak buat konsert mega solo jgn buat bulan 11 tau, sbb dah ada Coldplay. 😁🥰

@CTNurhaliza11"	flazrago	['@CTNurhaliza11']
@IDWantsColdplay @coldplay ANJAYYY ADA BCA PRE-SALE, saatnya pake kartu kredit bapak 😘😘	FadilahRika2	['@IDWantsColdplay', '@coldplay']
"@royentandjung Mgga
Coldplay aja cukup brow
Ngapain bayar mahal2 buat nonton timnas sendiri kebantai hih"	andreLeo__	['@royentandjung']
@fikaaabonooo Benda ni actually keperluan jugak kalau dapat stage tinggi dah macam konsert coldplay. Takdenye nak pijak kerusi banquet tu nanti	fdyfkr	['@fikaaabonooo']
@coldplay finally Jakarta😭😭😭	vhiby_moon	['@coldplay']
"@westenthu Seneng banget gila impian dari jaman SMA ampe sekarang dah kerja pengen nonton coldplay di JKT

Semoga tiketnya ga ditilep calo!"	idioticstupidt	['@westenthu']
@claristyles_ Boleh cek akun ku kakkk, sisa 2 slot buat coldplay	Noonalee06	['@claristyles_']
jd udah percaya blm coldplay ke indonesia @pinchipowww ? wkwkwkkws	pemudalincah	['@pinchipowww']
@yubiaksa kak jadi open tiket coldplay?	chachaaliqa	['@yubiaksa']
@idextratime yang mau lempar duit 1m ke saya aja gapapa buat nonton messi sama coldplay🙏🏻	hkml07_	['@idextratime']
@arifmuharram aku skip coldplay karena ra ndhe dhit	priambodo	['@arifmuharram']
@terserahluk @DuniaKuli Karena FB penuh dgn boomer yg udah lepas dari banyak beban hidup. Duit pensiunan, passive income dari kontrakan, bulanan dari anak, twitter isinya rang orang late 20s dan umur 30an yg lagi pusing KPR, budak korporat, gaji UMR, tapi masih ngebet nonton Coldplay maksain pinjol.	Zuttomayonise	['@terserahluk', '@DuniaKuli']
Jadi mau nonton coldplay hehehe @olobersyko https://t.co/Zg4WYuV7Bc	dandiarianta	['@olobersyko']
@fugthiss coldplay kan artinya aku yahudi	marimainpiano	['@fugthiss']
@littlebutshine @IDWantsColdplay @coldplay Tp kyknya jg inj bkan such a thing buat para tmi-ers ya wkwkwkkw :)))	_pinetrees	['@littlebutshine', '@IDWantsColdplay', '@coldplay']
@bornt00die @IDWantsColdplay @coldplay Hai kakak bisa di kita nih yuk	Ticket_thunder	['@bornt00die', '@IDWantsColdplay', '@coldplay']
@Slixe_13 @IDWantsColdplay @coldplay Wkwkw apalah dayaku yang baru abis lulus masih penganguran wkwkwkwk p kalo ada info ngepet halal kabar kabar wkwkwkk😭😂	kentanrebusss	['@Slixe_13', '@IDWantsColdplay', '@coldplay']
@tanyakanrl Baru tau klo coldplay itu kpop 😭	anymidnights	['@tanyakanrl']
"@insidefolkative aku jual tiket coldplay, duduknya bareng drumer, harga 90jt, nego
laku ga ya? hahahaha"	stenleyyyy	['@insidefolkative']
"🎇OPEN JASTIP KONSER COLDPLAY JAKARTA 2023🎇@coldplay
✨✨✨✨✨✨✨
📌GBK STADIUM JAKARTA
📅15 November 2023
💵Fee start from 250K 
📃Bookslot 50K
*uang tiket kembali full jika tidak dapat* 

- Diurus sampai tiket fisik 
- Dibuat grup jastip
- Pernah handle beberapa jastip 💯 https://t.co/8iFUOCcVTn"	deoksun007	['@coldplay']
@aglprmstix Iya, kalo ama bu bos gausa pake tipu2 blg aja mo nonton coldplay. Pasti dia mengerti🙏🏻	biyyya_	['@aglprmstix']
@IDWantsColdplay @coldplay deg degan war tikettnya udah dari skrg sih	melbanasti	['@IDWantsColdplay', '@coldplay']
@idextratime Kalau Coldplay pasti yang nyanyi Chris Martin. Kalau Argentina pasti Messi yang ikut main?🤔	nchristianw	['@idextratime']
@Rosepqrk setelah melihat bnyak bgt yg mau nonton coldplay, semangat yh kak kalo mau ngewar :') //	bcnal	['@Rosepqrk']
@coldplay Ingfo gadai	somedimssome	['@coldplay']
Nih ancang2 konser @coldplay, Jakarta, 15 November nanti. Tiket presale 17-18 mei, tiket umum 19 mei. https://t.co/35Am2kqqj8	Supereza	['@coldplay']
@idextratime kenapa orang2 bisa suka coldplay ya	ekoagusmegantar	['@idextratime']
@westenthu Murah sih buat sekelas Coldplay tp di cat 7 kaga ada rasanyaaa😭😭	skngwurrr	['@westenthu']
@farahhnadhirah yolo je coldplay only come once (coco) maggi setahun apa ada hal	yoqforger	['@farahhnadhirah']
"🎵 OPEN JASTIP KONSER COLDPLAY IN JAKARTA 2023 🎵

⭐ @coldplay
🗓  15 November 2023
📍 GBK JAKARTA
💯% TRUSTED

• Fee 300k 
• Grup Jastip
• Diurus sampai tiket fisik

Book slot WA or DM
#ColdplayJakarta #ColdplayIndonesia #Coldplay2023 https://t.co/HsEijaeuNO"	kworlds__	['@coldplay']
@lix_lee007 koh coldplay ga sih koh?	cereinida	['@lix_lee007']
@coldplay Pgn woyyyy😭😭😭😭	mint_ch0ch0	['@coldplay']
"@nugrohobayus Bagimu agamamu
Bagi ku Coldplay biasa aja"	advithree16	['@nugrohobayus']
@LISAAexp mang coldplay jadi ya?	turnitinrpw	['@LISAAexp']
@idextratime argentina yg ga terkenal2 bgt aja segini, apalagi coldplay 😂 cat 1 aja 10jt an tuh 🤣	myrezandy	['@idextratime']
@feliciasherlina Coldplay sih	g11lbert	['@feliciasherlina']
@AndikaBramantya @idextratime lah bandingin ga fair2fair, dua2nya megastar, lagunya gak lekang waktu sama bersahabat di kuping, lagian JB solo, emang Coldplay solo?🤣 lu bandingin aja ama boyband noh	shitoflasma137	['@AndikaBramantya', '@idextratime']
@IDWantsColdplay @coldplay Ayo bareng yang dari jember/ sby	luvleypark	['@IDWantsColdplay', '@coldplay']
@dewforyoongi @IDWantsColdplay @coldplay Seminggu lagi 😭😭	luvleypark	['@dewforyoongi', '@IDWantsColdplay', '@coldplay']
@cutnadhira Kaknad, punya info akun atau jastip untuk penjualan tiket coldplay yg di KL gak?	miaghani	['@cutnadhira']
"OPEN JASTIP KONSER COLDPLAY IN JAKARTA 2023 

@coldplay

🗓15 November 2023, GBK JAKARTA

💳 Fee start from 300k

✅ Grup jastip
✅ Refund full harga tix + fee jika tidak dpt presale BCA / public sale
✅ Payment via BCA, DANA, SPAYLATER,DLL https://t.co/u176lWcbx6"	NoonaJajanan	['@coldplay']
"AKU MUK OPEN JASTIP TICKETING LAGI NIHHH ADA YANG MAU GAAKKK????? kalo mau liat proof sebelum2nya bisa ke akun @sekaidiw94

t. wts wtb ticketing service jkt coldplay
#ColdplayJakarta #ColdplayIndonesia https://t.co/aJv8BbZW7t"	peachxbit	['@sekaidiw94']
@Womenalwaystrue @coldplay ayooooo ikutt	yezkiels	['@Womenalwaystrue', '@coldplay']
@mildandaru Pertandingan eksebisi: Indonesia selection vs coldplay di Pakansari 😂	garagarabola_	['@mildandaru']
@jakojeg ooo mnding kt ku km beli motor cash aj sp tau coldplay pulangnya bisa bareng boncengan ngenggg	inirahasiahamba	['@jakojeg']
@xunjjongie wkwkw betull soalnya coldplay nih mau di section mana aja kayanya bakal tetep kerasa hypenya	hoscupz	['@xunjjongie']
@westenthu Ini coldplay kalo konser emg ga pernah di weekend kah? Wkwkwkwk	jinniesbabies	['@westenthu']
@coldplay Tazabar nak dengar Matt Bellamy nyanyi lagu Paranoid Android.	mohdfaezuddin	['@coldplay']
Mikir keras gimana caranya dapet tiket Coldplay. Apakah aku harus minta bantuan sekantor, biar berhasil kayak @wdkb_ dulu 🥲😭	Santamaya	['@wdkb_']
@nliaffxxt @rahlikazhr @IDWantsColdplay @coldplay Klo pake mbca org lain boleh ga si kak?	missoriginalsix	['@nliaffxxt', '@rahlikazhr', '@IDWantsColdplay', '@coldplay']
@mickeykoew @leomessisite @coldplay Brp neh tiket konser nya	itsmydream2710	['@mickeykoew', '@leomessisite', '@coldplay']
"@idextratime Cyoooggg dilema messi opo coldplay 
Moro aku ngetwit  ngene gak sido budal :(((("	harismha	['@idextratime']
